source,stage,name,description,url,code_url,paper_url,categories,year,license,repo,stars,also_in
biotools,,WeNMR GROMACS,The WeNMR web portal combines the versatility of this molecular dynamics package with the calculation power of the eNMR grid. This will enable you to perform many simulations from the comfort of your internet browser anywhere in the world. The server is furthermore aimed to provide a user friendly and efficient MD experience by performing many preparation and optimization steps automatically.,http://haddock.science.uu.nl/enmr/services/GROMACS/main.php,,https://doi.org/10.1021/ct300102d,Molecular dynamics; Modelling and simulation,,,,,
biotools,,wepy,"A Flexible Software Framework for Simulating Rare Events with Weighted Ensemble Resampling.

Modular implementation and framework for running weighted ensemble (WE) simulations in pure python, where the aim is to have simple things simple and complicated things possible. The latter being the priority.

The deeper architecture of wepy is intended to be loosely coupled, so that unforeseen use cases can be accomodated, but tightly integrated for the most common of use cases, i.e. molecular dynamics.

The goal of the architecture is that it should be highly modular to allow extension, but provide a “killer app” for most uses that just works, no questions asked.",https://github.com/ADicksonLab/wepy,https://github.com/ADicksonLab/wepy,https://doi.org/10.26434/CHEMRXIV.12801125.V1,Computational chemistry; Molecular dynamics; Essential dynamics; Molecular dynamics; Regression analysis,,MIT,adicksonlab/wepy,,github-topics
biotools,,WGNN-DTA,Sequence-based drug-target affinity prediction using weighted graph neural networks.,https://github.com/595693085/WGNN-DTA,https://github.com/595693085/WGNN-DTA,https://doi.org/10.1186/s12864-022-08648-9,Molecular modelling; Protein feature detection; Protein structure prediction; Residue contact prediction; Virtual screening,,Not licensed,595693085/wgnn-dta,,
biotools,,WHAT_CHECK,"A suite of programs to assess the ""stereochemical quality"" of a given protein structure.",http://swift.cmbi.ru.nl/gv/whatcheck/,,,Structural biology; Protein structure analysis,,Free of charge,,,
biotools,,WHATIF,"A molecular modelling package that is specialized on working with proteins and the molecules in their environment like water, ligands, nucleic acids, etc.",http://swift.cmbi.ru.nl/whatif/,,https://doi.org/10.1016/0263-7855(90)80070-V,Molecular modelling; Protein modelling,,Free of charge,,,
biotools,,WhichCyp,Predicts which P450 isoform will bind/metabolize a molecule using simple yes/no classification models.,http://www.farma.ku.dk/whichcyp/index.php,,https://doi.org/10.1093/bioinformatics/btt325,Binding sites; Drug discovery; Protein-ligand docking,,,,,
biotools,,WHISCY,"WHISCY is a program to predict protein-protein interfaces. It is primarily based on conservation, but it also takes into account structural information. A sequence alignment is used to calculate a prediction score for each surface residue of your protein.",https://bianca.science.uu.nl/whiscy/,,https://doi.org/10.1002/prot.20842,Binding sites,,,,,
biotools,,WinCoot,Windows version of Coot (Crystallographic Object)-Oriented Toolkit.,http://www.ysbl.york.ac.uk/~lohkamp/coot/wincoot.html,,https://doi.org/10.1107/s0907444904019158,Structural biology; 3D profile generation; Protein modelling; Structure visualisation; Validation,,Free of charge,,,
biotools,,WinSAAM,Windows oriented modeling program enabling the user to explore biological systems using mathematical models. Sophisticated modeling software is required to fit data to such models and to make predictions using these compartmental models.,http://www.winsaam.org/,,https://doi.org/10.1016/s0026-0495(03)00144-6,Molecular modelling; Visualisation,,,,,
biotools,,WIWS,"Web service based on the WHAT IF software package for macromolecular analysis, visualization, modeling and structure validation. This protein structure bioinformatics web service collection has over 1600 different functions.",http://swift.cmbi.ru.nl/,,https://doi.org/10.1093/nar/gkq453,Molecular modelling; Protein model validation; Protein modelling; Protein structure analysis; Protein structure prediction; Validation,,,,,
biotools,,wLake,A tool which allows to identify clusters of a structural water molecules in given superimposed 3D structures.,http://mouse.belozersky.msu.ru/~evgeniy/cgi-bin/wLake/wLake.php,,https://doi.org/10.1142/s0219720008003588,Molecular modelling; Protein modelling,,,,,
biotools,,WONKA,Objective novel complex analysis for ensembles of protein–ligand structures.,http://wonka.sgc.ox.ac.uk/WONKA/,,https://doi.org/10.1007/S10822-015-9866-Z,Binding sites; Protein-ligand docking,,,,,
biotools,,Wordom,A user-friendly program for the analysis of molecular structures and conformational ensembles.,https://sourceforge.net/projects/wordom/,,https://doi.org/10.1016/j.csbj.2023.01.026,Molecular dynamics; Essential dynamics; Molecular dynamics; Principal component visualisation,,GPL-3.0,,,
biotools,,WordSpy,Allows the user to search for over-represented words in a set of sequences and to search for discriminative words using negative sequence data. It employs this functionality as a means to search for transcription factor binding motifs.,http://cic.cs.wustl.edu/wordspy/,,https://doi.org/10.1093/nar/gki492,Binding sites; Gene prediction; Sequence motif discovery; Sequence motif recognition; Transcription factor binding site prediction; Transcriptional regulatory element prediction,,,,,
biotools,,Wrap n Shake,Provides systematic prediction of multiple binding sites and modes of ligands on macromolecular targets at atomic resolution.,http://www.wnsdock.xyz/,,https://doi.org/10.1186/s13321-017-0255-6,Cheminformatics; Molecular docking,,CC-BY-4.0,,,
biotools,,wsGoBioSpace,"Repository of sum formula with source tagged annotations for properties such as InChI strings, CAS numbers, IUPAC names, synonyms, cross references or KEGG Pathway names, among others.",http://gmd.mpimp-golm.mpg.de/GoBioSpace.aspx,,https://doi.org/10.3389/fpls.2011.00054,Cheminformatics; Data retrieval,,,,,
biotools,,wsLibrarySearch,These web services provide access to methods for matching user submitted spectra against the GMD.,http://gmd.mpimp-golm.mpg.de/webservices/wsLibrarySearch.asmx,,,Cheminformatics; Data retrieval,,,,,
biotools,,wsPrediction,Provide access to methods for prediction of chemical sub-groups by means of user submitted mass spectra.,http://gmd.mpimp-golm.mpg.de/webservices/wsPrediction.asmx,,https://doi.org/10.1007/s11306-010-0198-7,Cheminformatics; Data retrieval,,,,,
biotools,,wwLigCSRre,"The  wwLigCSRre web server performs ligand-based screening using 3D molecular similarity engine. Inputted 3D ligand molecules may be screened against banks such as Kinase-, CNS-, GPCR-, ion-channel-, antibacterial-, anticancer-, and analgesic-focused libraries or DrugBank database.",http://bioserv.rpbs.univ-paris-diderot.fr/wwLigCSRre.html,,https://doi.org/10.1093/nar/gkp324,Compound libraries and screening; Protein-ligand docking,,,,,
biotools,,X-Entropy,"X-Entropy is a parallelized kernel density estimator with automated bandwidth selection to calculate entropy. This library is primarily meant to calculate dihedral entropies from MD simulation data. For this, we use a KDE with automatic bandwidth selection as suggested by Z. Botev et al. We tried to keep the package as generalized as possible, therefore, the package can be used to calculate the entropy of any data, or also to simply calculate the KDE.",https://github.com/liedllab/X-Entropy,https://github.com/liedllab/X-Entropy,https://doi.org/10.1021/ACS.JCIM.0C01375,Molecular dynamics; Molecular dynamics; Simulation analysis,,MIT,liedllab/x-entropy,,
biotools,,Xaperones,Generates Xaperones to facilitate the crystallization of proteins of interest.,http://www.xaperones.com,,,Structural biology; Protein property calculation,,,,,
biotools,,xCellerator,A Mathematica® package designed to aide biological modeling via the automated conversion of chemical reactions into ODEs and their subsequent solution via numerical integration.,http://xcellerator.info/,,https://doi.org/10.1093/bioinformatics/btg042,Molecular modelling; Protein modelling,,,,,
biotools,,XChemExplorer,"Data management and workflow tool for the parallel determination of protein-ligand structures. It was initially written to support crystallographic fragment screening at beamline I04-1 at the Diamond Light Source, but it is a generic program that can be used to facilitate any structure-based drug design project.",http://tkrojer.github.io/XChemExplorer/,,https://doi.org/10.1107/S2059798316020234,Binding sites; Protein structure analysis,,,,,
biotools,,XGBoostpowered fragility fracture risk calculator,"This web application predicts fragility fracture risk in people living with HIV using machine learning, specifically the XGBoost algorithm. It integrates clinical data to provide a risk assessment tool for clinicians and patients.",https://sydtliubo.shinyapps.io/cls2shiny/,,https://doi.org/10.3389/FCIMB.2025.1461740,Pharmacology; Regression analysis,,,,,
biotools,,XGraphBoost,"XGraphBoost is a tool for extracting Graph Neural Network-based features for a better prediction of molecular properties. XGBOOST is an algorithm combining GNN and XGBOOST, which can introduce the machine learning algorithm XGBOOST under the existing GNN network architecture to improve the algorithm capability.",https://github.com/chenxiaowei-vincent/XGraphBoost,https://github.com/chenxiaowei-vincent/XGraphBoost,https://doi.org/10.1021/ACS.JCIM.0C01489,Molecular modelling; Feature extraction; Regression analysis; Small molecule design; Visualisation,,,chenxiaowei-vincent/xgraphboost,,
biotools,,XIA2,"Automated data reduction system designed to work from raw diffraction data and a little metadata, and produce usefully reduced data in a form suitable for immediately starting phasing and structure solution.",https://xia2.github.io/,,https://doi.org/10.1107/s0021889809045701,Structural biology; Diffraction data analysis; Formatting,,Free of charge,,,
biotools,,Xlink Analyzer,Interactive software for visualizing cross-links on structures and analyzing how the structures agree with the cross-links.,http://www.beck.embl.de/XlinkAnalyzer.html,,https://doi.org/10.1016/j.jsb.2015.01.014,Molecular modelling; Structure analysis,,,,,
biotools,,XLmap,R package to visualize and score protein structure models based on sites of protein cross-linking.,http://brucelab.gs.washington.edu/software.html,,https://doi.org/10.1093/bioinformatics/btv519,Molecular modelling; Structural biology; Protein structure analysis,,,,,
biotools,,XMIPP,A suite of image processing programs.,http://xmipp.i2pc.es/,,https://doi.org/10.1016/j.jsb.2013.09.015,Structural biology; 3D profile generation; Data handling; Microscope image visualisation,,GPL-3.0,,,
biotools,,XmMol,"Desktop macromolecular visualization and modeling tool designed to be easy to use, configure and enhance. Its graphics are based on X11, and part of its user interface is based on Motif. Thus it provides a way of displaying structures on any X11 server.",http://bioserv.rpbs.univ-paris-diderot.fr/software/XmMol/,,https://doi.org/10.1016/0263-7855(94)00011-g,Molecular modelling; Protein structure analysis; Structure visualisation,,,,,
biotools,,Xplore3D,"Complete solution for 3D tomographic acquisition, reconstruction, and visualization into one integrated package.",http://www.fei.com/applications/life-sciences/,,,Structural biology; 3D profile generation; Modelling and simulation; Visualisation,,Free of charge,,,
biotools,,xPyder,"PyMOL plugin to analyze and visualize on the 3D structure dynamical cross-correlation matrices (DCCM), linear mutual information (LMI), communication propensities (CP), intra- and inter-molecular interactions (e.g. PSN), and more, to produce highly customizable publication-quality images.",http://xpyder.sourceforge.net/,,https://doi.org/10.1021/ci300213c,Molecular modelling; Pathway or network analysis; Protein structure analysis; Structure visualisation,,,,,
biotools,,XRDlicious,"XRDlicious is a web-based platform for calculating powder X-ray and neutron diffraction patterns, as well as radial distribution functions, from crystal structures. It supports multiple file formats and provides an accessible interface for both research and educational purposes.",https://implant.fs.cvut.cz/xrdlicious/,,https://doi.org/10.1107/S1600576725005370,Molecular dynamics; Diffraction data integration; Phasing; Visualisation,,,,,
biotools,,XRRpred,Accurate Predictor of Crystal Structure Quality from Protein Sequence.,https://github.com/sinaghadermarzi/XRRpred-predictor,https://github.com/sinaghadermarzi/XRRpred-predictor,https://doi.org/10.1093/BIOINFORMATICS/BTAB509,Molecular modelling; Molecular docking; Protein crystallizability prediction; Protein structure prediction; Small molecule design; Visualisation,,Not licensed,sinaghadermarzi/xrrpred-predictor,,
biotools,,XSMILES,"Interactive visualization for molecules, SMILES and XAI attribution scores.",https://github.com/Bayer-Group/xsmiles,https://github.com/Bayer-Group/xsmiles,https://doi.org/10.1186/s13321-022-00673-w,Cheminformatics; Parsing; Visualisation,,BSD-3-Clause,bayer-group/xsmiles,,
biotools,,xtb,"The xTB molecular optimization tool, based on the Semiempirical Tight Binding method (GFNn-xTB), is implemented in the xtb (extended tight binding) program package. This tool handles molecular .XYZ input format and provides various levels of optimization to suit different computational needs. The xTB method offers an efficient approach for molecular structure optimization, making it valuable for large-scale quantum chemical simulations.",https://github.com/grimme-lab/xtb,https://github.com/grimme-lab/xtb,,Computational chemistry; 3D profile generation,,LGPL-3.0,grimme-lab/xtb,,curated; github-topics
biotools,,YaHS,YaHS is scaffolding tool using Hi-C data. It relies on a new algorithm for contig joining detection which considers the topological distribution of Hi-C signals aiming to distinguish real interaction signals from mapping noises.,https://github.com/c-zhou/yahs,https://github.com/c-zhou/yahs,https://doi.org/10.1101/2022.06.09.495093,Binding sites; De-novo assembly; Genome assembly; Scaffolding,,MIT,c-zhou/yahs,,
biotools,,YAKUSA,"Program devised to rapidly scan a structural database with a query protein structure. It searches for the longest common substructures, called SHSP for “structural high scoring pairs”, between a query structure and every structure in the structural database. It makes use of protein backbone internal coordinates (α angles) in order to describe protein structures as sequences of symbols. It uses a deterministic finite automaton for pattern matching.",http://wwwabi.snv.jussieu.fr/Yakusa/html/help_general.html,,https://doi.org/10.1002/prot.20517,Molecular modelling; Database search; Protein structure analysis,,,,,
biotools,,YAMACS,"YAMACS is a collection of plugins that enable users to perform GROMACS Molecular Dynamics (MD) simulation through YASARA, providing a graphical user interface (GUI) for running calculations normally performed via command-line interface.",https://github.com/YAMACS-SML/YAMACS,https://github.com/YAMACS-SML/YAMACS,https://doi.org/10.1093/bioinformatics/btac573,Structural biology,,GPL-3.0,yamacs-sml/yamacs,,
biotools,,YASARA,"YASARA (Yet Another Scientific Artificial Reality Application) is a software package for visualization, simulation and modeling of molecules. It uses Portable Vector Language (PVL) which allows the visualization of very large proteins. YASARA View is available for free, and is primarily a visualization tool.",http://www.yasara.org/,,https://doi.org/10.1093/bioinformatics/btu426,Molecular modelling; Modelling and simulation; Molecular docking; Molecular replacement; Protein modelling,,,,,
biotools,,yORIpred,"Computational prediction of species-specific yeast DNA replication origin via iterative feature representation.

In yORIpred, 40 optimal baseline models were constructed by exploring eight different sequence-based encodings and five different machine learning classifiers, namely random forest, support vector machine, and extremely randomized tree. The predicted probability of 40 models was concatenated and considered as the novel features that enable us to learn the informative features from several sequential models in a supervised iterative mode. For a given sequence, the yORIpred predicts ORIs or non-ORIs and also the predicted probability value of ORIs.",http://thegleelab.org/yORIpred,,https://doi.org/10.1093/bib/bbaa304,Binding sites; Feature extraction; Feature selection; Phylogenetic analysis,,,,,
biotools,,YPA,"Database that collects promoter features in Saccharomyces cerevisiae. It integrates nine kinds of promoter features including promoter sequences, genes transcription boundaries-transcription start sites (TSSs), five prime untranslated regions (5’-UTRs) and three prime untranslated regions (3’-UTRs), TATA boxes, transcription factor binding sites (TFBSs), nucleosome occupancy, DNA bendability, transcription factor (TF) binding, TF knockout expression and TF-TF physical interaction.",http://ypa.ee.ncku.edu.tw/,,https://doi.org/10.1093/nar/gkq1086,Binding sites; DNA transcription; Promoter prediction; Transcription factor binding site prediction; Transcriptional regulatory element prediction,,,,,
biotools,,ZClass,Python object that takes input from a Protein Databank (PDB) file and converts it to a voxelised image.  The voxelised image can then expressed in terms of an expansion in a basis set of Zernike polynomials which can be used to make rapid comparisons between different protein shapes.,http://www.uea.ac.uk/computing/zclass-zernike-class-,,https://doi.org/10.1089/cmb.2008.0083,Molecular modelling; Structure visualisation,,,,,
biotools,,ZDOCK,"The tool performs a full rigid-body search of docking orientations between two proteins, it includes performance optimization and a novel pairwise statistical energy potential.",http://zlab.umassmed.edu/zdock/index.shtml,,https://doi.org/10.1093/bioinformatics/btu097,Molecular modelling; Molecular docking,,,,,
biotools,,Zebra3D,"Zebra3D is a tool for bioinformatic analysis of subfamily-specific regions in 3D-structures of homologs to study functional diversity and conformational plasticity in protein superfamilies. Zebra3D provides two types of useful results: a list of SSRs themselves and, for each such region, classification of proteins into subfamilies. Zebra3D implements statistical analysis in attempt to prioritize functionally significant 3D-variability observed among homologs and filter out functionally insignificant 3D-structural divergence which is due to random fluctuations in protein structures.",https://biokinet.belozersky.msu.ru/Zebra3D,,https://doi.org/10.1016/J.CSBJ.2021.02.005,Drug discovery; Protein design; Small molecule design; Standardisation and normalisation; Statistical modelling,,GPL-3.0,,,
biotools,,ZebraSTM,Application for quantification of spontaneous tail movement in zebrafish embryos.,http://lcc.ens.uabc.mx/~zebrastm/,,https://doi.org/10.1089/zeb.2018.1688,Toxicology; Quantification,,CC-BY-4.0,,,
biotools,,ZeroBind,Protein-specific zero-shot predictor with subgraph matching for drug-target interactions.,https://github.com/myprecioushh/ZeroBind,https://github.com/myprecioushh/ZeroBind,https://doi.org/10.1038/s41467-023-43597-1,Molecular modelling; Protein interaction prediction; Protein modelling; Virtual screening,,Free of charge,myprecioushh/zerobind,,
biotools,,Zeus alpha,"A molecular visualization tool that supports PDB, MOL, MOL2/SYBYL and XYZ file formats. The rendering engine can output high quality molecular graphics.",http://www.al-nasir.com/www/Jamie/Zeus/,,,Molecular modelling; Rendering; Search; Visualisation,,,,,
biotools,,ZiFiT,"ZiFiT (Zinc Finger Targeter) assists in the design of zinc finger proteins that can bind to specific DNA sequences. ZiFiT has been updated to integrate additional tools and resources including scoring schemes for modular assembly, an interface with the Zinc Finger Database of engineered ZFPs, and direct query of NCBI BLAST servers for identification of potential off-target sites within a host genome.",http://bindr.gdcb.iastate.edu/ZiFiT/,,https://doi.org/10.1093/nar/gkm349,Binding sites; Protein-nucleic acid binding prediction; Query and retrieval; Sequence assembly,,,,,
biotools,,ZINC Express,ZINC Express is a virtual assistant for purchasing compounds annotated in the ZINC Database.,http://zinc15.docking.org/substances/home/,,https://doi.org/10.1021/ACS.JCIM.0C01419,Drug discovery; Database search; Parsing; Visualisation,,,,,
biotools,,ZINC20,"Free Ultralarge-Scale Chemical Database for Ligand Discovery.

ZINC is a free database of commercially-available compounds for virtual screening. ZINC contains over 230 million purchasable compounds in ready-to-dock, 3D formats. ZINC also contains over 750 million purchasable compounds you can search for analogs in under a minute.",http://zinc20.docking.org,,https://doi.org/10.1021/acs.jcim.0c00675,Molecular modelling; Data retrieval; Database search; Scaffolding; Virtual screening,,,,,
biotools,,ZincBind,Database of zinc binding sites.,https://github.com/samirelanduk/ZincBindDB,https://github.com/samirelanduk/ZincBindDB,https://doi.org/10.1093/database/baz006,Binding sites; Binding site prediction; Protein-nucleic acid interaction analysis; Transcription factor binding site prediction,,Free of charge,samirelanduk/zincbinddb,,
biotools,,ZINClick,"ZINClick is a virtual combinatorial database of over 16 million of 1,4-disubstituted-1,2,3-triazoles (Molecular Weight < 1000), each can be easily synthesized and it is at the same time new and patentable!",http://www.zinclick.org/,,https://doi.org/10.1007/978-1-0716-1209-5_1,Cheminformatics; Compound libraries and screening; Medicinal chemistry; Molecular modelling; Database search; Scaffolding; Virtual screening,,Free of charge,,,
biotools,,ZINCPharmer,"ZINCPharmer is webserver for screening the purchasable subset of the ZINC database (updates occur monthly). ZINCPharmer can import LigandScout and MOE pharmacophore definitions, as well as identify pharmacophore features directly from a molecular structure.",http://zincpharmer.csb.pitt.edu,,https://doi.org/10.1093/nar/gks378,Drug discovery; Database search; Protein structural motif recognition; Protein-ligand docking; Structural similarity search,,,,,
biotools,,ZING,"Integrating ab initio and template-based algorithms for protein-protein complex structure prediction | ZING is a method to identify and combine high-confidence protein-protein complex structure predictions of a template-free method (ZDOCK) with a template-based method (SPRING) | python ZING.py [-h] [-zdir zdres] [-sdir spres] | -h, --help show this help message and exit",https://github.com/weng-lab/zing,https://github.com/weng-lab/zing,https://doi.org/10.1093/BIOINFORMATICS/BTZ623,Molecular modelling; Ab initio structure prediction; Protein interaction prediction; Protein-protein docking,,,weng-lab/zing,,
biotools,,ZMM,"Molecular modeling program for theoretical studies of systems of any complexity: small molecules, peptides, proteins, nucleic acids, and ligand-receptor complexes.",http://www.zmmsoft.com/,,https://doi.org/10.1007/s10822-009-9317-9,Molecular modelling; Protein modelling,,,,,
biotools,,ZoomQA,Residue-level protein model accuracy estimation with machine learning on sequential and 3D structural features.,http://zoomQA.renzhitech.com,,https://doi.org/10.1093/BIB/BBAB384,Molecular modelling; Protein modelling; Protein secondary structure prediction; Protein structure validation,,Free of charge,,,
github-topics,,K-Dense-AI/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 190,000+ scientists worldwide. 165 ready-to-use validated skills plus 100+ scientific databases covering biology, chemistry, medicine, and drug discovery. Compatible with Cursor, Claude Code, Codex, Pi, Antigravity, and the open Agent Skills standard.",https://github.com/K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,,agent-skills; ai-scientist; bioinformatics; chemoinformatics; claude; claude-skills; claudecode; clinical-research,2025,MIT,k-dense-ai/scientific-agent-skills,44661,
github-topics,,NVIDIA/DeepLearningExamples,State-of-the-Art Deep Learning scripts organized by models - easy to train and deploy with reproducible accuracy and performance on enterprise-grade infrastructure.,https://github.com/NVIDIA/DeepLearningExamples,https://github.com/NVIDIA/DeepLearningExamples,,computer-vision; deep-learning; drug-discovery; forecasting; large-language-models; mxnet; nlp; paddlepaddle,2018,,nvidia/deeplearningexamples,14843,
github-topics,,deepchem/deepchem,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology",https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,,biology; deep-learning; drug-discovery; hacktoberfest; materials-science; quantum-chemistry,2015,MIT,deepchem/deepchem,6990,curated; github-stars:yboulaamane
github-topics,,biopython/biopython,Official git repository for Biopython (originally converted from CVS),https://github.com/biopython/biopython,https://github.com/biopython/biopython,,bioinformatics; biopython; dna; genomics; phylogenetics; protein; protein-structure; python,2009,NOASSERTION,biopython/biopython,5193,curated
github-topics,,jwohlwend/boltz,Official repository for the Boltz biomolecular interaction models,https://github.com/jwohlwend/boltz,https://github.com/jwohlwend/boltz,,binding-prediction; drug-discovery; protein-structure,2024,MIT,jwohlwend/boltz,4204,biotools
github-topics,,rdkit/rdkit,The official sources for the RDKit library,https://github.com/rdkit/rdkit,https://github.com/rdkit/rdkit,,c-plus-plus; cheminformatics; python; rdkit,2013,BSD-3-Clause,rdkit/rdkit,3586,curated
github-topics,,aqlaboratory/openfold,"Trainable, memory-efficient, and GPU-friendly PyTorch reproduction of AlphaFold 2",https://github.com/aqlaboratory/openfold,https://github.com/aqlaboratory/openfold,,alphafold2; protein-structure; pytorch,2021,Apache-2.0,aqlaboratory/openfold,3426,
github-topics,,lammps/lammps,Public development project of the LAMMPS MD software package,https://github.com/lammps/lammps,https://github.com/lammps/lammps,,kokkos; lammps; molecular-dynamics; simulation,2013,GPL-2.0,lammps/lammps,3054,
github-topics,,sokrypton/ColabFold,Making Protein folding accessible to all!,https://github.com/sokrypton/ColabFold,https://github.com/sokrypton/ColabFold,,bioinformatics; multiple-sequence-alignment; protein-structure; structure-prediction,2021,MIT,sokrypton/colabfold,2913,curated
github-topics,,chemprop/chemprop,Message Passing Neural Networks for Molecule Property Prediction,https://github.com/chemprop/chemprop,https://github.com/chemprop/chemprop,,chemistry; drug-discovery; machine-learning; neural-networks,2019,NOASSERTION,chemprop/chemprop,2463,curated; github-stars:yboulaamane
github-topics,,deepmodeling/deepmd-kit,A deep learning package for many-body potential energy representation and molecular dynamics,https://github.com/deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,,ase; c; computational-chemistry; cpp; cuda; deep-learning; deepmd; ipi,2017,LGPL-3.0,deepmodeling/deepmd-kit,2036,
github-topics,,Peldom/papers_for_protein_design_using_DL,List of papers about Proteins Design using Deep Learning,https://github.com/Peldom/papers_for_protein_design_using_DL,https://github.com/Peldom/papers_for_protein_design_using_DL,,deep-learning; protein-design,2021,GPL-3.0,peldom/papers_for_protein_design_using_dl,1973,
github-topics,,openmm/openmm,OpenMM is a toolkit for molecular simulation using high performance GPU code.,https://github.com/openmm/openmm,https://github.com/openmm/openmm,,molecular-dynamics; simulation,2013,,openmm/openmm,1968,curated
github-topics,,MDAnalysis/mdanalysis,MDAnalysis is a Python library to analyze molecular dynamics simulations.,https://github.com/MDAnalysis/mdanalysis,https://github.com/MDAnalysis/mdanalysis,,computational-chemistry; mdanalysis; molecular-dynamics; molecular-dynamics-simulation; molecular-simulation; python; science; trajectory-analysis,2015,NOASSERTION,mdanalysis/mdanalysis,1646,biotools; curated
github-topics,,DeepGraphLearning/torchdrug,A powerful and flexible machine learning platform for drug discovery,https://github.com/DeepGraphLearning/torchdrug,https://github.com/DeepGraphLearning/torchdrug,,deep-learning; drug-discovery; graph-neural-networks; pytorch,2021,Apache-2.0,deepgraphlearning/torchdrug,1587,
github-topics,,lmmentel/awesome-python-chemistry,A curated list of Python packages related to chemistry,https://github.com/lmmentel/awesome-python-chemistry,https://github.com/lmmentel/awesome-python-chemistry,,atomistic-simulations; chemistry; computational-chemistry; molecular-dynamics; python-chemistry; quantum-chemistry; simulation,2017,NOASSERTION,lmmentel/awesome-python-chemistry,1440,
github-topics,,openbabel/openbabel,Open Babel is a chemical toolbox designed to speak the many languages of chemical data.,https://github.com/openbabel/openbabel,https://github.com/openbabel/openbabel,,c-plus-plus; chemical-data; chemical-toolbox; cheminformatics; chemistry,2008,GPL-2.0,openbabel/openbabel,1383,curated
github-topics,,BradyAJohnston/MolecularNodes,"Toolbox for molecular animations in Blender, powered by Geometry Nodes.",https://github.com/BradyAJohnston/MolecularNodes,https://github.com/BradyAJohnston/MolecularNodes,,3d-visualization; biochemistry; blender; blender-addon; mmcif; molecular; molecular-dynamics; molecular-graphics,2022,GPL-3.0,bradyajohnston/molecularnodes,1358,
github-topics,,steineggerlab/foldseek,Foldseek enables fast and sensitive comparisons of large structure sets.,https://github.com/steineggerlab/foldseek,https://github.com/steineggerlab/foldseek,,alignments; bioinformatics; clustering; protein-structure,2019,GPL-3.0,steineggerlab/foldseek,1291,curated
github-topics,,mims-harvard/TDC,Therapeutics Commons (TDC): Multimodal Foundation for Therapeutic Science,https://github.com/mims-harvard/TDC,https://github.com/mims-harvard/TDC,,artificial-intelligence; benchmarks; bioinformatics; biology; biomedicine; biotech; cheminformatics; chemistry,2020,MIT,mims-harvard/tdc,1281,curated; github-stars:yboulaamane
github-topics,,psi4/psi4,Open-Source Quantum Chemistry – an electronic structure package in C++ driven by Python,https://github.com/psi4/psi4,https://github.com/psi4/psi4,,c-plus-plus; chemistry; computational-chemistry; physics; python; quantum-chemistry,2013,LGPL-3.0,psi4/psi4,1221,curated
github-topics,,K-Dense-AI/k-dense-byok,An AI co-scientist running on your desktop. Claude Science but better.,https://github.com/K-Dense-AI/k-dense-byok,https://github.com/K-Dense-AI/k-dense-byok,,agentic-ai; ai-agent; ai-assistant; bioinformatics; byok; drug-discovery; google-adk; litellm,2026,MIT,k-dense-ai/k-dense-byok,1205,
github-topics,,a-r-j/graphein,Protein Graph Library,https://github.com/a-r-j/graphein,https://github.com/a-r-j/graphein,,bioinformatics; computational-biology; deep-learning; dgl; drug-discovery; gene-regulatory-networks; geometric-deep-learning; graph-neural-networks,2019,MIT,a-r-j/graphein,1192,
github-topics,,kexinhuang12345/DeepPurpose,"A Deep Learning Toolkit for DTI, Drug Property, PPI, DDI, Protein Function Prediction (Bioinformatics)",https://github.com/kexinhuang12345/DeepPurpose,https://github.com/kexinhuang12345/DeepPurpose,,bioinformatics; covid19; ddi; deep-learning; drug-discovery; drug-drug-interaction; drug-property-prediction; drug-repurposing,2020,BSD-3-Clause,kexinhuang12345/deeppurpose,1187,biotools; github-stars:yboulaamane
github-topics,,lightaime/deep_gcns_torch,"Pytorch Repo for DeepGCNs (ICCV'2019 Oral, TPAMI'2021), DeeperGCN (arXiv'2020) and GNN1000(ICML'2021): https://www.deepgcns.org",https://github.com/lightaime/deep_gcns_torch,https://github.com/lightaime/deep_gcns_torch,,3d-point-clouds; bioinformatics; cheminformatics; computer-vision; data-mining; deep-gcns; deep-learning; geometric-deep-learning,2019,MIT,lightaime/deep_gcns_torch,1187,
github-topics,,deepmodeling/Uni-Mol,Official Repository for the Uni-Mol Series Methods,https://github.com/deepmodeling/Uni-Mol,https://github.com/deepmodeling/Uni-Mol,,deep-learning; molecular-modeling; pre-trained-model; pretraining,2022,MIT,deepmodeling/uni-mol,1160,curated; github-stars:yboulaamane
github-topics,,PaddlePaddle/PaddleHelix,Bio-Computing Platform Featuring Large-Scale Representation Learning and Multi-Task Deep Learning “螺旋桨”生物计算工具集,https://github.com/PaddlePaddle/PaddleHelix,https://github.com/PaddlePaddle/PaddleHelix,,biocomputing; ddi; deeplearning; dti; graph-networks; machine-learning; molecule-design; ppi,2020,NOASSERTION,paddlepaddle/paddlehelix,1121,
