full_name,owner,name,url,description,homepage,language,topics,stars,forks,license,archived,created_at,pushed_at,matched_topics
garywei944/ChemFlow,garywei944,ChemFlow,https://github.com/garywei944/ChemFlow,Uncover meaningful structures of latent spaces learned by generative models with flows!,,Python,ai4science; drug-discovery; machine-learning; optimal-transport,47,9,MIT,False,2024-04-29,2024-05-10,drug-discovery
AstraZeneca/skywalkR,AstraZeneca,skywalkR,https://github.com/AstraZeneca/skywalkR,code for Gogleva et al manuscript,,R,drug-discovery; knowledge-graph; recommender-system; shiny-apps; ui,47,16,Apache-2.0,False,2021-05-26,2022-11-30,drug-discovery
l-ramirez-lopez/prospectr,l-ramirez-lopez,prospectr,https://github.com/l-ramirez-lopez/prospectr,R package: Misc. Functions for Processing and Sample Selection of Spectroscopic Data,https://l-ramirez-lopez.github.io/prospectr/,R,calibration; cheminformatics; chemometrics; derivatives; infrared; near-infrared; nir; pedometrics,47,20,NOASSERTION,False,2020-03-17,2026-08-26,cheminformatics
topazape/molecular-VAE,topazape,molecular-VAE,https://github.com/topazape/molecular-VAE,Implementation of the paper - Automatic chemical design using a data-driven continuous representation of molecules,,Python,cheminformatics; chemoinformatics; denovo; machine-learning; python3; pytorch; vae,47,17,Unlicense,False,2018-06-27,2021-03-29,cheminformatics
Augmented-Nature/PubChem-MCP-Server,Augmented-Nature,PubChem-MCP-Server,https://github.com/Augmented-Nature/PubChem-MCP-Server,"A comprehensive Model Context Protocol (MCP) server for accessing the PubChem chemical database. This server provides access to over 110 million chemical compounds with extensive molecular properties, bioassay data, and chemical informatics tools.",,JavaScript,cheminformatics; mcp-server; pubchem,47,11,NOASSERTION,False,2025-05-29,2025-12-21,cheminformatics
chembience/chembience,chembience,chembience,https://github.com/chembience/chembience,"Deprecated, visit chembience/core for further develompment. (A Docker-based, cloudable platform for the development of chemoinformatics-centric web applications and microservices.)",,Python,cheminformatics; chemistry; chemoinformatics; django; django-rest-framework; docker; docker-compose; jupyter-notebook,47,2,BSD-3-Clause,True,2018-03-11,2026-05-27,cheminformatics
ksharindam/chemcanvas,ksharindam,chemcanvas,https://github.com/ksharindam/chemcanvas,User-friendly 2D chemical structure drawing tool,https://ksharindam.github.io/chemcanvas/,Python,chemical-drawing; chemical-reactions; cheminformatics; chemistry; drawing; new; pyqt,47,6,GPL-3.0,False,2021-07-21,2026-08-31,cheminformatics
cdk/cdkbook,cdk,cdkbook,https://github.com/cdk/cdkbook,Groovy Cheminformatics with the Chemistry Development Kit,https://cdk.github.io/cdkbook/,Groovy,cheminformatics; chemistry; chemistry-development-kit; groovy; java,47,15,CC-BY-SA-4.0,False,2018-12-24,2025-12-08,cheminformatics
llnl/mgmol,llnl,mgmol,https://github.com/llnl/mgmol,MGmol is a scalable O(N) First-Principles Molecular Dynamics code that is capable of performing large-scale electronics structure calculations and molecular dynamics simulations of atomistic systems.,,C++,applications; cpp; molecular-dynamics; simulation,47,15,NOASSERTION,False,2017-12-16,2026-09-11,molecular-dynamics
zincware/MDSuite,zincware,MDSuite,https://github.com/zincware/MDSuite,A post-processing engine for particle simulations,https://mdsuite.readthedocs.io/,Python,hdf5; molecular-dynamics; particle-simulation; python; tensorflow,47,10,EPL-2.0,False,2020-06-01,2026-05-22,molecular-dynamics
Abdelazim-Abdelgawwad/easyPARM,Abdelazim-Abdelgawwad,easyPARM,https://github.com/Abdelazim-Abdelgawwad/easyPARM,easyPARM is a computational tool developed to simplify the derivation of force field parameters for metal-containing molecular systems and to enable charge restraints on specific atoms.,,Python,computational-chemistry; molecular-modeling,46,2,LGPL-2.1,False,2024-09-08,2026-05-21,computational-chemistry; molecular-modeling
sissaschool/sportran,sissaschool,sportran,https://github.com/sissaschool/sportran,"A code to estimate transport coefficients from the cepstral analysis of a (multi)variate current stationary time series -- [FKA ""thermocepstrum""]",https://sportran.readthedocs.io,Python,cepstral-analysis; data-analysis; green-kubo; heat-flux; molecular-dynamics; spectral-analysis; sportran; thermal-conductivity,46,16,GPL-3.0,False,2017-09-25,2025-09-04,molecular-dynamics
llnl/qball,llnl,qball,https://github.com/llnl/qball,"Qball (also known as qb@ll) is a first-principles molecular dynamics code that is used to compute the electronic structure of atoms, molecules, solids, and liquids within the Density Functional Theory (DFT) formalism. It is a fork of the Qbox code by Francois Gygi.",,C++,c-plus-plus; cpp; dft; molecular-dynamics; mpi; qbox; simulation; tddft,46,23,GPL-3.0,False,2016-06-28,2024-02-16,molecular-dynamics
EDAPINENUT/GeoAB,EDAPINENUT,GeoAB,https://github.com/EDAPINENUT/GeoAB,This is the official repository of paper  - GeoAB: Towards Realistic Antibody Design and Reliable Affinity Maturation (ICML2024),,Python,antibody-design; generative-ai; protein-design; protein-structure,46,11,,False,2024-03-23,2024-06-17,antibody-design
augustwester/gflownet,augustwester,gflownet,https://github.com/augustwester/gflownet,A PyTorch implementation of a Generative Flow Network (GFlowNet) proposed by Bengio et al. (2021),https://sigmoidprime.com/post/gflownets/,Python,drug-discovery; generative-model; gflownet; graph-sampling; pytorch,45,7,MIT,False,2022-08-31,2023-09-07,drug-discovery
kotori-y/Scopy,kotori-y,Scopy,https://github.com/kotori-y/Scopy,An integrated negative design python library for desirable HTS/VS database design,,Python,cheminformatics; compounds-filter; conda-packages; drug-design; drug-discovery; pypi-package; python; rdkit,45,13,MIT,False,2019-07-02,2023-02-09,cheminformatics; drug-design; drug-discovery
THUNLP-MT/PS-VAE,THUNLP-MT,PS-VAE,https://github.com/THUNLP-MT/PS-VAE,This repo contains the codes for our paper: Molecule Generation by Principal Subgraph Mining and Assembling.,https://arxiv.org/abs/2106.15098,Python,drug-discovery; fragment-based-drug-discovery; molecule-generation,45,8,MIT,False,2022-10-01,2024-04-24,drug-discovery
GLambard/SMILES-X,GLambard,SMILES-X,https://github.com/GLambard/SMILES-X,Autonomous characterization of molecular compounds from small datasets without descriptors,,Jupyter Notebook,cheminformatics; deep-learning; materials-informatics; natural-language-processing,45,13,NOASSERTION,False,2018-10-19,2025-06-25,cheminformatics
GEMDAT-repos/GEMDAT,GEMDAT-repos,GEMDAT,https://github.com/GEMDAT-repos/GEMDAT,Python toolkit for molecular dynamics analysis,https://gemdat.readthedocs.io,Python,data-analysis; lammps; molecular-dynamics; python; vasp,45,10,Apache-2.0,False,2023-06-13,2026-09-11,molecular-dynamics
bracerino/uMLIP-Interactive,bracerino,uMLIP-Interactive,https://github.com/bracerino/uMLIP-Interactive,"GUI for running simulations with universal MLIPs (MACE, CHGNet, SevenNet, Nequix, ORB, Allegro, MatterSim, UPET, GRACE, UMA)",https://umlip-interactive.streamlit.app,Python,bulk-modulus; chgnet; elastic-constants; elastic-properties; genetic-algorithm; geometry-optimization; interatomic-potential; mace,45,6,MIT,False,2025-06-19,2026-09-11,molecular-dynamics
ersilia-os/zaira-chem-v1,ersilia-os,zaira-chem-v1,https://github.com/ersilia-os/zaira-chem-v1,"Out-of-the-box automated machine learning for (Q)SAR models, predicting properties from chemical structures.",,Python,automl; machine-learning; qsar,45,16,GPL-3.0,False,2021-06-23,2026-07-07,qsar
NVIDIA-BioNeMo/BioNeMo-Inference-Runtime,NVIDIA-BioNeMo,BioNeMo-Inference-Runtime,https://github.com/NVIDIA-BioNeMo/BioNeMo-Inference-Runtime,"Easy, fast, and memory-efficient structure prediction inference",https://docs.nvidia.com/bionemo/inference-runtime/overview/,Python,cuda; drug-discovery; gpu; protein-design; protein-folding; protein-language-model; protein-sequences; protein-structure,44,2,Apache-2.0,False,2026-07-30,2026-09-10,drug-discovery
HaasCP/mocca,HaasCP,mocca,https://github.com/HaasCP/mocca,Deprecated open-source Python project to analyze HPLC–DAD raw data.,,Python,cheminformatics; chemometrics; chromatography; hplc; hplc-dad; open-data; open-science; open-source,44,11,MIT,False,2021-11-18,2024-09-05,cheminformatics
smutao/PyVibMS,smutao,PyVibMS,https://github.com/smutao/PyVibMS,A PyMOL plugin for visualizing vibrations in molecules and solids,https://sites.smu.edu/dedman/catco/publications/pdf/434.pdf,Python,computational-chemistry; computational-physics; pymol; pymol-plugin; quantum-chemistry; theoretical-chemistry; vibrational-spectroscopy,44,8,BSD-2-Clause,False,2020-06-25,2026-07-04,computational-chemistry
Leticia-maria/QuantumFoca.jl,Leticia-maria,QuantumFoca.jl,https://github.com/Leticia-maria/QuantumFoca.jl,"A repository for calculating Molecular Integrals, based on O-ohata method (1966) and Macmurchie-Davidson (1971)",https://leticia-maria.github.io/QuantumFoca.jl/dev/,Julia,chemistry; chemistry-solver; computational-chemistry; gaussian; hartree-fock-methods; integrals,44,3,MIT,True,2021-10-20,2023-08-01,computational-chemistry
LCPQ/quantum_package,LCPQ,quantum_package,https://github.com/LCPQ/quantum_package,Set of quantum chemistry programs and libraries,https://quantumpackage.github.io/qp2/,Fortran,amazing; chemistry; computational-chemistry; dft; fortran; ocaml; quantum; quantum-chemistry-programs,44,35,GPL-2.0,True,2014-04-01,2020-12-19,computational-chemistry
patonlab/pyQRC,patonlab,pyQRC,https://github.com/patonlab/pyQRC,Quick Reaction Coordinate: normal mode displacement of transition structures,http://patonlab.colostate.edu,Python,computational-chemistry; frequency-calculation; gaussian; irc; orca; qchem; qrc; reaction-coordinate,44,16,MIT,False,2018-06-21,2026-06-11,computational-chemistry
MRChemSoft/mrchem,MRChemSoft,mrchem,https://github.com/MRChemSoft/mrchem,MultiResolution Chemistry,https://mrchem.readthedocs.io,C++,c-plus-plus; chemistry; computational-chemistry; density-functional-theory; multiwavelets; physics; python,44,28,LGPL-3.0,False,2016-03-03,2026-09-03,computational-chemistry
smparker/molecular-blender,smparker,molecular-blender,https://github.com/smparker/molecular-blender,blend molecules!,,Python,blender; molecular-dynamics-simulation; molecular-modeling; molecular-visualization; python; quantum-chemistry,44,7,GPL-3.0,False,2014-02-13,2025-10-13,molecular-modeling
Infatoshi/batmobile,Infatoshi,batmobile,https://github.com/Infatoshi/batmobile,"High-performance CUDA kernels for equivariant graph neural networks (MACE, NequIP, Allegro). 10-20x faster than e3nn.",,Cuda,cuda; e3nn; equivariant-neural-networks; gpu-computing; mace; machine-learning; molecular-dynamics; pytorch,44,7,MIT,False,2026-01-17,2026-01-17,molecular-dynamics
cytokineking/esmfold2-pipeline,cytokineking,esmfold2-pipeline,https://github.com/cytokineking/esmfold2-pipeline,Miniprotein and antibody design pipeline for ESMFold2,,Python,antibody-design; miniprotein; protein-design; vhh,44,5,NOASSERTION,False,2026-06-17,2026-09-13,antibody-design
xnuohz/awesome-drug-discovery,xnuohz,awesome-drug-discovery,https://github.com/xnuohz/awesome-drug-discovery,"A collection of drug discovery, classification and representation learning papers with deep learning.",,,deep-learning; drug-discovery; recommender-system,43,13,MIT,False,2019-05-23,2021-11-15,drug-discovery
protwis/protwis,protwis,protwis,https://github.com/protwis/protwis,"Protwis is the backbone of the GPCRdb. The GPCRdb contains reference data, interactive visualisation and experiment design tools for G protein-coupled receptors (GPCRs).",https://gpcrdb.org,Python,bioinformatics; cheminformatics; chemogenomics; drug-design; drug-discovery; gpcr; hacktoberfest; open-science,43,75,Apache-2.0,False,2016-01-20,2026-09-08,cheminformatics; drug-design; drug-discovery
ram-compbio/CANDO,ram-compbio,CANDO,https://github.com/ram-compbio/CANDO,Computational Analysis of Novel Drug Opportunities,http://compbio.org/protinfo/cando,Python,bioinformatics; biomedical-informatics; docking; drug-design; drug-discovery; drug-repurposing; machine-learning; multitarget,43,14,BSD-3-Clause,False,2019-08-20,2026-07-23,drug-design; drug-discovery; drug-repurposing
atomicarchitects/DeNS,atomicarchitects,DeNS,https://github.com/atomicarchitects/DeNS,[TMLR 2024 J2C Certification] Generalizing Denoising to Non-Equilibrium Structures Improves Equivariant Force Fields,https://arxiv.org/abs/2403.09549,Python,computational-chemistry; denoising-autoencoders; drug-discovery; e3nn; equivariant-graph-neural-network; force-fields; geometric-deep-learning; graph-neural-networks,43,5,MIT,False,2024-07-22,2025-02-11,computational-chemistry; drug-discovery; molecular-dynamics
IUPAC/IUPAC_SMILES_plus,IUPAC,IUPAC_SMILES_plus,https://github.com/IUPAC/IUPAC_SMILES_plus,IUPAC SMILES+ Specification,,Jupyter Notebook,cheminformatics; iupac; iupacproject; smiles,43,9,NOASSERTION,False,2019-04-15,2023-12-12,cheminformatics
simonfqy/PADME,simonfqy,PADME,https://github.com/simonfqy/PADME,"This is the repository containing the source code for my Master's thesis research, about predicting drug-target interaction using deep learning.",,Python,cheminformatics; convolutional-neural-networks; deep-learning,43,16,MIT,False,2017-11-17,2019-06-18,cheminformatics
CyberCatQ/pyCADD,CyberCatQ,pyCADD,https://github.com/CyberCatQ/pyCADD,A python package for computer-aid drug design.,,Python,ambermd; cadd; computer-aid-drug-design; molecular-dynamics; python; schrodinger,43,13,GPL-3.0,False,2021-05-21,2025-11-21,molecular-dynamics
tongzhugroup/mddatasetbuilder,tongzhugroup,mddatasetbuilder,https://github.com/tongzhugroup/mddatasetbuilder,A script to build reference datasets for training neural network potentials from given LAMMPS trajectories.,https://mddatasetbuilder.njzjz.win,Python,chemistry; dataset; md; molecular-dynamics; neural-network; python,43,11,LGPL-3.0,False,2018-07-18,2026-09-07,molecular-dynamics
markovmodel/molPX,markovmodel,molPX,https://github.com/markovmodel/molPX,IPython API to visualize MD-trajectories along projected trajectories inside a Jupyter notebook,,Python,free-energy; ipython-notebook; jupyter-notebook; molecular-dynamics; tica; visualization; widget,43,4,LGPL-3.0,False,2016-12-14,2019-02-14,molecular-dynamics
smu-tao-group/ADMET_XGBoost,smu-tao-group,ADMET_XGBoost,https://github.com/smu-tao-group/ADMET_XGBoost,Accurate ADMET Prediction with XGBoost,,Python,admet; python3,43,9,GPL-3.0,False,2022-04-07,2023-03-25,admet
Barabasi-Lab/AI-Bind,Barabasi-Lab,AI-Bind,https://github.com/Barabasi-Lab/AI-Bind,Interpretable AI pipeline improving binding predictions for novel protein targets and ligands,,Jupyter Notebook,ai; deep-learning; drug-discovery; machine-learning; networkscience; unsupervised-learning,42,3,MIT,False,2022-04-27,2024-05-06,drug-discovery
kxz18/PepMimic,kxz18,PepMimic,https://github.com/kxz18/PepMimic,"Official repository for the paper ""Peptide design through binding interface mimicry with PepMimic"" accepted by Nature Biomedical Engineering",https://www.nature.com/articles/s41551-025-01507-4,Python,drug-discovery; generative-model; latent-diffusion; mimicry; peptide,42,9,MIT,False,2025-01-21,2025-10-20,drug-discovery
SeonghwanSeo/OpenPharmaco,SeonghwanSeo,OpenPharmaco,https://github.com/SeonghwanSeo/OpenPharmaco,Open-source protein-based pharmacophore modeling software,,Python,deep-learning; drug-discovery; machine-learning; pharmacophore-modelling; protein-based-pharmacophore-modelling; virtual-screening,42,4,MIT,False,2024-05-02,2025-02-15,drug-discovery; virtual-screening
tandemai-inc/rdkit-mcp-server,tandemai-inc,rdkit-mcp-server,https://github.com/tandemai-inc/rdkit-mcp-server,MCP server that enables language models to interact with RDKit through natural language,https://tandemai.com,Python,cheminformatics; chemistry; drug-discovery; llm; mcp; mcp-server; rdkit,42,6,MIT,False,2025-04-30,2026-05-04,cheminformatics; drug-discovery
HICAI-ZJU/SciKGs,HICAI-ZJU,SciKGs,https://github.com/HICAI-ZJU/SciKGs,A Survey on Knowledge Graphs in AI for Science,,,ai-for-science; biomolecule; biomolecules; chemical-reactions; drug-design; knowledge-graph; llm; material-design,42,6,,False,2025-09-04,2026-01-21,drug-design
ale94mleon/moldrug,ale94mleon,moldrug,https://github.com/ale94mleon/moldrug,moldrug (AKA mouse) is a Python package for drug-oriented optimization on the chemical space ​,https://moldrug.rtfd.io/,Python,chemical-space; cheminformatics; docking; drug-design; genetic-algorithm; optimization-algorithms; rdkit; vina,42,7,Apache-2.0,False,2022-05-25,2026-06-17,cheminformatics; drug-design
suneelbvs/rdkit_tutorials,suneelbvs,rdkit_tutorials,https://github.com/suneelbvs/rdkit_tutorials,rdKit basics (provided jupyter notebooks are custom curated and will help the users to start working on rdKit),,Jupyter Notebook,cheminformatics; drug-design; jupyter-notebook; python; rdkit; rdkit-chem,42,7,,False,2020-01-05,2025-10-13,cheminformatics; drug-design
Chung-Research-Group/CoRE-MOF-Tools,Chung-Research-Group,CoRE-MOF-Tools,https://github.com/Chung-Research-Group/CoRE-MOF-Tools,A workflow to create computation-ready metal-organic framework database.,https://mof-db.pusan.ac.kr,Python,computational-chemistry; computational-materials-science; crystallographic-information-file; database; experimental-data; feature-engineering; material-informatics; metal-organic-frameworks,42,2,CC-BY-4.0,False,2024-11-28,2026-09-04,computational-chemistry
adc-connect/adcc,adc-connect,adcc,https://github.com/adc-connect/adcc,adcc: Seamlessly connect your program to ADC,https://adc-connect.github.io/adcc/,Python,adc; algebraic-diagrammatic-construction; computational-chemistry; python; quantum-chemistry; spectroscopy,42,28,GPL-3.0,False,2019-10-17,2026-09-03,computational-chemistry
gph82/mdciao,gph82,mdciao,https://github.com/gph82/mdciao,mdciao: Accessible Analysis and Visualization of Molecular Dynamics Simulation Data,https://mdciao.org,Python,amino-acids; computational-chemistry; g-protein; gpcr; gpcr-numbering; kinases; molecular-dynamics; pdb-database,42,7,LGPL-3.0,False,2019-07-30,2026-06-19,computational-chemistry; molecular-dynamics
deepmodeling/dpti,deepmodeling,dpti,https://github.com/deepmodeling/dpti,A Python Package to Automate Thermodynamic Integration Calculations for Free Energy,https://docs.deepmodeling.com/projects/dpti,Python,atomistic-simulations; free-energy; molecular-dynamics; thermodynamic-integration; workflow,42,27,LGPL-3.0,False,2021-04-04,2026-09-07,molecular-dynamics
leelasd/OPLSAA-DB,leelasd,OPLSAA-DB,https://github.com/leelasd/OPLSAA-DB,"Database of hand-built OPLS-AA parameters and topologies for 464 molecules. Zip files contains parameter and topologies for OpenMM, Gromacs, NAMD, CHARMM, LAMMPS, TINKER, CNS/X-PLOR, Q, DESMOND, BOSS and MCPRO.",http://traken.chem.yale.edu/ligpargen/,,charmm; force-field; gromacs; lammps; molecular-dynamics; molecular-simulation; namd; openmm,42,8,Apache-2.0,False,2018-08-02,2026-08-19,molecular-dynamics
d-SEAMS/seams-core,d-SEAMS,seams-core,https://github.com/d-SEAMS/seams-core,The d-SEAMS C++ core engine,https://dseams.info,C++,analysis-framework; clathrate-hydrates; cpp20; d-seams; ice; lua; molecular-dynamics; molecular-dynamics-simulation,42,10,MIT,False,2019-01-08,2026-09-07,molecular-dynamics
ncats/ncats-adme,ncats,ncats-adme,https://github.com/ncats/ncats-adme,The source code for ADME@NCATS application that hosts prediction models for ADME properties. Link to application: https://opendata.ncats.nih.gov/adme/home,,Python,adme; artificial-intelligence; deep-learning; machine-learning; ncats-dpi-ifx,42,20,,False,2020-06-09,2026-09-03,adme
EasonYD88/Compuchem_selflearn_resources,EasonYD88,Compuchem_selflearn_resources,https://github.com/EasonYD88/Compuchem_selflearn_resources,"A structured, community-driven learning hub for computational chemistry, covering foundations, methods, tools, practical workflows, and hands-on examples to help learners build a clear and systematic understanding of the field.",,,computational-chemistry; deep-learning; dft-calculations; drug-design; drug-discovery; machine-learning; molecular-dynamics-simulation,41,4,MIT,False,2025-12-02,2026-01-05,computational-chemistry; drug-design; drug-discovery
plainerman/DiffDock-Pocket,plainerman,DiffDock-Pocket,https://github.com/plainerman/DiffDock-Pocket,Implementation of DiffDock-Pocket: Diffusion for Pocket-Level Docking with Side Chain Flexibility,,Python,computational-biology; diffusion-models; drug-discovery; generative-ai; machine-learning; molecular-docking,41,9,MIT,False,2024-01-15,2024-07-16,drug-discovery; molecular-docking
Boom5426/Awesome-Phenotypic-Drug-Discovery,Boom5426,Awesome-Phenotypic-Drug-Discovery,https://github.com/Boom5426/Awesome-Phenotypic-Drug-Discovery,PDD: Awesome Phenotypic Drug Discovery,https://boom5426.github.io/Awesome-Phenotypic-Drug-Discovery/,,aidd; cell-painting; drug-design; gene-based-drug-design; high-content-imaging; image-based-drug-discovery; image-beasd-cell-profiling; phenotype-based-drug-discovery,41,6,,False,2023-10-06,2025-10-17,drug-design
by256/icsg3d,by256,icsg3d,https://github.com/by256/icsg3d,3-D Inorganic Crystal Structure Generation and Property Prediction via Representation Learning (JCIM 2020),https://pubs.acs.org/doi/10.1021/acs.jcim.0c00464,Python,cheminformatics; computational-chemistry; computational-physics; crystallography; deep-learning; representation-learning,41,12,MIT,False,2020-04-04,2023-02-15,cheminformatics; computational-chemistry
BurgerAndreas/hip,BurgerAndreas,hip,https://github.com/BurgerAndreas/hip,HIP: Hessians with Interatomic Potentials,https://andreas-burger.com,Python,hessian; mlip; molecular-dynamics; transition-states,41,8,Apache-2.0,False,2025-09-21,2026-09-08,molecular-dynamics
insilichem/ommprotocol,insilichem,ommprotocol,https://github.com/insilichem/ommprotocol,A command line application to launch molecular dynamics simulations with OpenMM,http://ommprotocol.readthedocs.io,Python,amber; command-line; molecular-dynamics; openmm,41,8,LGPL-3.0,False,2016-01-26,2022-04-07,molecular-dynamics
LABIOQUIM/visualdynamics,LABIOQUIM,visualdynamics,https://github.com/LABIOQUIM/visualdynamics,A Web Platform for molecular dynamics automation,https://visualdynamics.fiocruz.br,TypeScript,grace; gromacs; md; molecular-dynamics; molecular-dynamics-automation; molecular-dynamics-simulation,41,7,,False,2019-12-06,2026-07-26,molecular-dynamics
molmd/mispr,molmd,mispr,https://github.com/molmd/mispr,A software for automating materials science computations,https://molmd.github.io/mispr/,Python,database; density-functional-theory; high-throughput-computing; materials-informatics; materials-science; molecular-dynamics; python,41,11,MIT,False,2019-10-03,2026-08-25,molecular-dynamics
ppjian19/PhoreGen,ppjian19,PhoreGen,https://github.com/ppjian19/PhoreGen,PhoreGen: Pharmacophore-Oriented 3D Molecular Generation towards Efficient Feature-Customized Drug Discovery https://www.nature.com/articles/s43588-025-00850-5,https://phoregen.ddtmlab.org/,Python,deep-learning; diffusion-model; drug-discovery; molecule-generation; pharmacophore,40,6,MIT,False,2024-12-10,2026-01-26,drug-discovery; pharmacophore
molML/peptidy,molML,peptidy,https://github.com/molML/peptidy,"The official codebase of peptidy, a peptide processing tool for machine learning.",https://molml.github.io/peptidy/,Python,deep-learning; drug-discovery; machine-learning; peptides,40,2,MIT,False,2024-02-29,2025-04-25,drug-discovery
chao1224/n_gram_graph,chao1224,n_gram_graph,https://github.com/chao1224/n_gram_graph,"N-Gram Graph: Simple Unsupervised Representation for Graphs, NeurIPS'19 (https://arxiv.org/abs/1806.09206)",,Python,drug; drug-discovery; molecular-graph; molecule; n-gram; n-gram-graph; pretraining,40,8,MIT,False,2018-07-12,2021-04-14,drug-discovery
SeonghwanSeo/RxnFlow,SeonghwanSeo,RxnFlow,https://github.com/SeonghwanSeo/RxnFlow,"Synthesis-oriented molecular design ""Generative Flows on Synthetic Pathway for Drug Design"" (ICLR 2025)",https://arxiv.org/abs/2410.04542,Python,drug-design; gflownet; molecule-optimization; synthesizability,40,10,MIT,False,2024-06-11,2026-04-06,drug-design
lhm30/PIDGINv3,lhm30,PIDGINv3,https://github.com/lhm30/PIDGINv3,Protein target prediction using random forests and reliability-density neighbourhood analysis,https://pidginv3.readthedocs.io/en/latest/,Python,applicability-domain; cheminformatics; chemoinformatics; protein-ligand-interactions; rdkit; reliability-density; target-prediction,40,14,GPL-3.0,False,2018-07-30,2020-05-06,cheminformatics
denoptim-project/DENOPTIM,denoptim-project,DENOPTIM,https://github.com/denoptim-project/DENOPTIM,DENOPTIM is a software package for de novo design and virtual screening of functional molecules of any kind.,,Java,combinatorial; computational-chemistry; de-novo-design; genetic-algorithm; molecular-design; molecular-modeling; virtual-screening,40,11,AGPL-3.0,False,2019-06-21,2026-09-07,computational-chemistry; molecular-modeling; virtual-screening
openkim/kliff,openkim,kliff,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework for interatomic potentials.,https://kliff.readthedocs.io,Python,force-fields; interatomic-potentials; kim; machine-learning; materials-modelling; molecular-dynamics,40,21,LGPL-2.1,False,2017-08-01,2026-08-28,molecular-dynamics
nuwan-d/polymer_metal_interface,nuwan-d,polymer_metal_interface,https://github.com/nuwan-d/polymer_metal_interface,Provides some useful information and the LAMMPS input files to model a polymer-metal interface.,,Python,lammps; lammps-tutorials; molecular-dynamics,40,14,,False,2020-07-03,2021-11-11,molecular-dynamics
glotzerlab/hoomd-examples,glotzerlab,hoomd-examples,https://github.com/glotzerlab/hoomd-examples,HOOMD-blue example scripts.,,Jupyter Notebook,hard-particle; hoomd-blue; jupyter; molecular-dynamics; monte-carlo-simulation; particle-system; python; simulation,40,14,BSD-3-Clause,False,2019-02-12,2026-08-31,molecular-dynamics
inductiva/inductiva,inductiva,inductiva,https://github.com/inductiva/inductiva,Large scale simulations made simple.,https://inductiva.ai,Python,api; coastal-dynamics; dualsphysics; fluid-dynamics; hpc; molecular-dynamics; open-source; python,40,8,Apache-2.0,False,2023-01-26,2026-01-09,molecular-dynamics
chupvl/awesome-ls-ventures,chupvl,awesome-ls-ventures,https://github.com/chupvl/awesome-ls-ventures,Awesome list of the data and AI/ML related projects with direct Life Science Companies participation,,,ai; biotech; drug-design; drug-development; drug-discovery; life-sciences; ml; pharma,39,5,,False,2023-07-17,2024-09-13,drug-design; drug-discovery
nanxstats/Rcpi,nanxstats,Rcpi,https://github.com/nanxstats/Rcpi,💊 Molecular informatics toolkit with integration of bioinformatics and cheminformatics tools for drug discovery,https://nanx.me/Rcpi/,R,bioconductor; bioinformatics; cheminformatics; drug-discovery; feature-extraction; fingerprint; molecular-descriptors; protein-sequences,39,12,Artistic-2.0,False,2014-08-16,2024-09-18,cheminformatics; drug-discovery
jostorge/diffusion-hopping,jostorge,diffusion-hopping,https://github.com/jostorge/diffusion-hopping,DiffHopp: A Graph Diffusion Model for Novel Drug Design via Scaffold Hopping,,Python,bioinformatics; deep-learning; drug-design; drug-discovery; geometric-deep-learning; gnn; pytorch,39,5,MIT,False,2023-07-25,2023-10-02,drug-design; drug-discovery
yanliang3612/NucleusDiff,yanliang3612,NucleusDiff,https://github.com/yanliang3612/NucleusDiff,"[PNAS 2025] Code of ""Manifold-Constrained Nucleus-Level Denoising Diffusion Model for Structure-Based Drug Design"".",https://yanliang3612.github.io/NucleusDiff,Python,ai4science; generative-ai; physics-informed-ml; riemannian-manifold; structure-based-drug-design,39,3,MIT,False,2024-03-23,2026-07-17,structure-based-drug-design
duartegroup/molfunc,duartegroup,molfunc,https://github.com/duartegroup/molfunc,fast functionalisation of molecules,,C++,computational-chemistry; open-science,39,9,MIT,False,2020-02-28,2021-11-08,computational-chemistry
qcscine/autocas,qcscine,autocas,https://github.com/qcscine/autocas,,https://scine.ethz.ch,Python,chemistry; computational-chemistry; quantum-chemistry,39,4,BSD-3-Clause,False,2022-10-05,2025-09-26,computational-chemistry
quantaosun/Ambertools-OpenMM-MD,quantaosun,Ambertools-OpenMM-MD,https://github.com/quantaosun/Ambertools-OpenMM-MD,"Open Source, Mostly just clicking mouse to finish a simulation with Ambertools and OpenMM. It was designed to use locally but another notebook to finish the simulaiton on Colab was attached as well.",,Jupyter Notebook,jupyter-notebook; molecular-dynamics; openmm; protein-data-bank,39,7,,False,2021-12-02,2025-04-27,molecular-dynamics
GHDDI-AILab/Targeting2019-nCoV,GHDDI-AILab,Targeting2019-nCoV,https://github.com/GHDDI-AILab/Targeting2019-nCoV,Information sharing portal about nCov/SARS/MERS for drug discovery,https://ghddi-ailab.github.io/Targeting2019-nCoV/,HTML,drug-discovery; mers; ncov; sars,38,15,MIT,False,2020-01-26,2024-10-08,drug-discovery
yataobian/awesome-DrugAI,yataobian,awesome-DrugAI,https://github.com/yataobian/awesome-DrugAI,"Research repo for AI aided drug discovery,   de novo drug development and related topics",,,ai-aided-drug-discovery; de-novo-drug-design; drug-ai; drug-discovery,38,7,MIT,False,2021-07-20,2022-01-04,de-novo-drug-design; drug-discovery
